name,hospital,city,notes
殷璐 医生,"
南京脑科儿童心理卫生中心 ：
",山东,"可确诊ASD与ADHD）
"
卜茹 医生,"
扬州五台山医院 ：
",山东,"可确诊ADHD）
"
王万章 医生,"
扬州五台山医院 ：
",山东,"可确诊ADHD）
"
高婷叶 医生,"
常州市德安医院 ：
",山东,"可确诊ADHD）
"
付广慧 医生,"
浙江大学医学院附属第一医院 （余杭院区）（庆春院区） ：
",山东,"可确诊ADHD）
"
胡少华 医生,"
浙江大学医学院附属第一医院 （余杭院区）（庆春院区） ：
",山东,"可确诊ADHD）
"
陆绍佳 医生,"
浙江大学医学院附属第一医院 （余杭院区）（庆春院区） ：
",山东,"可确诊ADHD）
"
刘艳 医生,"
杭州市第七人民医院 ：
",山东,"可确诊ADHD）
"
程芳 医生,"
宁波市康宁医院 ：
",山东,"可确诊ASD）
"
覃艳华 医生,"
浙江大学邵逸夫医院 ：
",山东,"可确诊ADHD）
"
刘畅 医生,"
浙江金华妇幼保健院 ：
",山东,"可确诊ADHD）
"
于学力 医生,"
温州医科大学附属康宁医院 ：
",山东,"可确诊ADHD）
"
叶敏捷 医生,"
温州医科大学附属康宁医院 ：
",山东,"可确诊ADHD）
"
祝勇敢 医生,"
江山市第四人民医院 ：
",山东,"可确诊ADHD）
"
林铮 医生,"
浙江大学医学院附属第二医院 ：
",山东,"可确诊ADHD）
"
金嘉郦 医生,"
浙江大学医学院附属第二医院 ：
",山东,"可确诊ADHD）
"
丁万涛 医生,"
温州市第七人民医院 ：
",山东,"可确诊ADHD）
"
李轶琛 医生,"
武汉市精神卫生中心（二七院区） ：
",山东,"可确诊ADHD）
"
汤珺 医生,"
武汉市精神卫生中心（二七院区） ：
",山东,"可确诊ASD与ADHD）
"
张焱 医生,"
武汉市精神卫生中心（二七院区） ：
",山东,"可确诊ADHD）
"
路晓文 医生,"
武汉市精神卫生中心（二七院区） ：
",山东,"可确诊ADHD）
"
斯亮 医生,"
武汉市精神卫生中心（二七院区） ：
",山东,"可确诊ADHD）
"
"
医生
","
湖北宜昌市二医院（学习困难门诊） ：
",山东,
曹晓华 医生,"
山西医科大学第一医院 ：
",山东,"可确诊ADHD）
"
王亚萍 医生,"
西安交大第二附属医院 ：
",山东,"可确诊ADHD）
"
张欢 医生,"
西安交大第二附属医院 ：
",山东,"可确诊ADHD）
"
李强 医生,"
西安交大第一附属医院 ：
",山东,"可确诊ADHD）
"
白洁 医生,"
高新医院 ：
",山东,"可确诊ADHD）
"
栾树鑫 医生,"
吉林大学白求恩第一医院 ：
",山东,"可确诊ADHD）
"
王瑞 医生,"
吉林大学白求恩第一医院 ：
",山东,"可确诊ADHD）
"
田润辉 医生,"
吉林大学白求恩第一医院 ：
",山东,"可确诊ADHD）
"
郑微 医生,"
厦门仙岳医院 ：
",山东,"可确诊ASD与ADHD）
"
王文强 医生,"
厦门仙岳医院 ：
",山东,"可确诊ASD与ADHD）
"
石磊 医生,"
厦门仙岳医院 ：
",山东,"可确诊ADHD）
"
黄颐 医生,"
四川大学华西医院 ：
",山东,"可确诊ADHD）
"
司徒明镜 医生,"
四川大学华西医院 ：
",山东,"可确诊ADHD）
"
李元媛 医生,"
四川大学华西医院 ：
",山东,"可确诊ADHD）
"
多动症科室 医生,"
成都四医院 ：
",山东,"可确诊ADHD）
"
蒲昭霞 医生,"
成都军区机关医院 ：
",山东,"可确诊ADHD）
"
刘芳 医生,"
成都市四医院九江院区（成都市心理健康中心） ：
",山东,"可确诊ADHD）
"
朱敏 医生,"
成都市四医院九江院区（成都市心理健康中心） ：
",山东,"可确诊ADHD）
"
康延海 医生,"
海南省人民医院 - 精神科 ：
",山东,"可确诊ADHD）
"
莫芸 医生,"
贵州省第二人民医院 ：
",山东,"可确诊ADHD）
"
秦岭 医生,"
广西壮族自治区人民医院（桃源院区） ：
",山东,"可确诊ADHD）
"
刘海润 医生,"
广西壮族自治区人民医院（桃源院区） ：
",山东,"可确诊ADHD）
"
傅燕虹 医生,"
广西壮族自治区人民医院（桃源院区） ：
",山东,"可确诊ADHD）
"
黄思艳 医生,"
广西壮族自治区人民医院（桃源院区） ：
",山东,"可确诊ADHD）
"
张鸿 医生,"
广西壮族自治区人民医院（桃源院区） ：
",山东,"可确诊ADHD）
"
李丹丹 医生,"
广西壮族自治区人民医院（桃源院区） ：
",山东,"可确诊ADHD）
"
梁佳 医生,"
广西壮族自治区人民医院（桃源院区） ：
",山东,"可确诊ADHD）
"
尤美娜 医生,"
广西医科大学第一附属医院 ：
",山东,"可确诊ADHD）
"
周文琴 医生,"
江西省妇幼保健院九龙湖院区 ：
",山东,"可确诊ADHD）
"
邹邵红 医生,"
新疆人民医院 ：
",山东,"可确诊ADHD）
"
佟钙玉 医生,"
新疆人民医院 ：
",山东,"可确诊ADHD）
"
钟慧 医生,"
合肥市第四人民医院 ：
",山东,"可确诊ADHD）
"
朱丽 医生,"
合肥市第四人民医院 ：
",山东,"可确诊ADHD）
"
雷彤 医生,"
天津市安定医院 ：
",山东,"可确诊ADHD）
"
随广红 医生,"
天津市安定医院 ：
",山东,"可确诊ADHD）
"
麦棨诺,"
中建医务（中建醫務） ：
",山东,"麥棨諾） 医生
"
麦棨诺,"
澳门镜湖医院（澳門鏡湖醫院） ：
",山东,"麥棨諾） 医生
"
焦公凯 医生,"
南京脑科儿童心理卫生中心 ：
",江苏,"可确诊ASD与ADHD）
"
张会会 医生,"
南京脑科儿童心理卫生中心 ：
",江苏,"可确诊ADHD）
"
鲍晨曦 医生,"
南京脑科儿童心理卫生中心 ：
",江苏,"可确诊ADHD）
"
柯晓燕 医生,"
南京脑科儿童心理卫生中心 ：
",江苏,"可确诊ADHD）
"
梁金凤 医生,"
南京脑科儿童心理卫生中心 ：
",江苏,"可确诊ADHD）
"
殷璐 医生,"
南京脑科儿童心理卫生中心 ：
",江苏,"可确诊ASD与ADHD）
"
卜茹 医生,"
扬州五台山医院 ：
",江苏,"可确诊ADHD）
"
王万章 医生,"
扬州五台山医院 ：
",江苏,"可确诊ADHD）
"
高婷叶 医生,"
常州市德安医院 ：
",江苏,"可确诊ADHD）
"
付广慧 医生,"
浙江大学医学院附属第一医院 （余杭院区）（庆春院区） ：
",江苏,"可确诊ADHD）
"
胡少华 医生,"
浙江大学医学院附属第一医院 （余杭院区）（庆春院区） ：
",江苏,"可确诊ADHD）
"
陆绍佳 医生,"
浙江大学医学院附属第一医院 （余杭院区）（庆春院区） ：
",江苏,"可确诊ADHD）
"
刘艳 医生,"
杭州市第七人民医院 ：
",江苏,"可确诊ADHD）
"
程芳 医生,"
宁波市康宁医院 ：
",江苏,"可确诊ASD）
"
覃艳华 医生,"
浙江大学邵逸夫医院 ：
",江苏,"可确诊ADHD）
"
刘畅 医生,"
浙江金华妇幼保健院 ：
",江苏,"可确诊ADHD）
"
于学力 医生,"
温州医科大学附属康宁医院 ：
",江苏,"可确诊ADHD）
"
叶敏捷 医生,"
温州医科大学附属康宁医院 ：
",江苏,"可确诊ADHD）
"
祝勇敢 医生,"
江山市第四人民医院 ：
",江苏,"可确诊ADHD）
"
林铮 医生,"
浙江大学医学院附属第二医院 ：
",江苏,"可确诊ADHD）
"
金嘉郦 医生,"
浙江大学医学院附属第二医院 ：
",江苏,"可确诊ADHD）
"
丁万涛 医生,"
温州市第七人民医院 ：
",江苏,"可确诊ADHD）
"
李轶琛 医生,"
武汉市精神卫生中心（二七院区） ：
",江苏,"可确诊ADHD）
"
汤珺 医生,"
武汉市精神卫生中心（二七院区） ：
",江苏,"可确诊ASD与ADHD）
"
张焱 医生,"
武汉市精神卫生中心（二七院区） ：
",江苏,"可确诊ADHD）
"
路晓文 医生,"
武汉市精神卫生中心（二七院区） ：
",江苏,"可确诊ADHD）
"
斯亮 医生,"
武汉市精神卫生中心（二七院区） ：
",江苏,"可确诊ADHD）
"
"
医生
","
湖北宜昌市二医院（学习困难门诊） ：
",江苏,
曹晓华 医生,"
山西医科大学第一医院 ：
",江苏,"可确诊ADHD）
"
王亚萍 医生,"
西安交大第二附属医院 ：
",江苏,"可确诊ADHD）
"
张欢 医生,"
西安交大第二附属医院 ：
",江苏,"可确诊ADHD）
"
李强 医生,"
西安交大第一附属医院 ：
",江苏,"可确诊ADHD）
"
白洁 医生,"
高新医院 ：
",江苏,"可确诊ADHD）
"
栾树鑫 医生,"
吉林大学白求恩第一医院 ：
",江苏,"可确诊ADHD）
"
王瑞 医生,"
吉林大学白求恩第一医院 ：
",江苏,"可确诊ADHD）
"
田润辉 医生,"
吉林大学白求恩第一医院 ：
",江苏,"可确诊ADHD）
"
郑微 医生,"
厦门仙岳医院 ：
",江苏,"可确诊ASD与ADHD）
"
王文强 医生,"
厦门仙岳医院 ：
",江苏,"可确诊ASD与ADHD）
"
石磊 医生,"
厦门仙岳医院 ：
",江苏,"可确诊ADHD）
"
黄颐 医生,"
四川大学华西医院 ：
",江苏,"可确诊ADHD）
"
司徒明镜 医生,"
四川大学华西医院 ：
",江苏,"可确诊ADHD）
"
李元媛 医生,"
四川大学华西医院 ：
",江苏,"可确诊ADHD）
"
多动症科室 医生,"
成都四医院 ：
",江苏,"可确诊ADHD）
"
蒲昭霞 医生,"
成都军区机关医院 ：
",江苏,"可确诊ADHD）
"
刘芳 医生,"
成都市四医院九江院区（成都市心理健康中心） ：
",江苏,"可确诊ADHD）
"
朱敏 医生,"
成都市四医院九江院区（成都市心理健康中心） ：
",江苏,"可确诊ADHD）
"
康延海 医生,"
海南省人民医院 - 精神科 ：
",江苏,"可确诊ADHD）
"
莫芸 医生,"
贵州省第二人民医院 ：
",江苏,"可确诊ADHD）
"
秦岭 医生,"
广西壮族自治区人民医院（桃源院区） ：
",江苏,"可确诊ADHD）
"
刘海润 医生,"
广西壮族自治区人民医院（桃源院区） ：
",江苏,"可确诊ADHD）
"
傅燕虹 医生,"
广西壮族自治区人民医院（桃源院区） ：
",江苏,"可确诊ADHD）
"
黄思艳 医生,"
广西壮族自治区人民医院（桃源院区） ：
",江苏,"可确诊ADHD）
"
张鸿 医生,"
广西壮族自治区人民医院（桃源院区） ：
",江苏,"可确诊ADHD）
"
李丹丹 医生,"
广西壮族自治区人民医院（桃源院区） ：
",江苏,"可确诊ADHD）
"
梁佳 医生,"
广西壮族自治区人民医院（桃源院区） ：
",江苏,"可确诊ADHD）
"
尤美娜 医生,"
广西医科大学第一附属医院 ：
",江苏,"可确诊ADHD）
"
周文琴 医生,"
江西省妇幼保健院九龙湖院区 ：
",江苏,"可确诊ADHD）
"
邹邵红 医生,"
新疆人民医院 ：
",江苏,"可确诊ADHD）
"
佟钙玉 医生,"
新疆人民医院 ：
",江苏,"可确诊ADHD）
"
钟慧 医生,"
合肥市第四人民医院 ：
",江苏,"可确诊ADHD）
"
朱丽 医生,"
合肥市第四人民医院 ：
",江苏,"可确诊ADHD）
"
雷彤 医生,"
天津市安定医院 ：
",江苏,"可确诊ADHD）
"
随广红 医生,"
天津市安定医院 ：
",江苏,"可确诊ADHD）
"
麦棨诺,"
中建医务（中建醫務） ：
",江苏,"麥棨諾） 医生
"
麦棨诺,"
澳门镜湖医院（澳門鏡湖醫院） ：
",江苏,"麥棨諾） 医生
"
付广慧 医生,"
浙江大学医学院附属第一医院 （余杭院区）（庆春院区） ：
",浙江,"可确诊ADHD）
"
胡少华 医生,"
浙江大学医学院附属第一医院 （余杭院区）（庆春院区） ：
",浙江,"可确诊ADHD）
"
陆绍佳 医生,"
浙江大学医学院附属第一医院 （余杭院区）（庆春院区） ：
",浙江,"可确诊ADHD）
"
刘艳 医生,"
杭州市第七人民医院 ：
",浙江,"可确诊ADHD）
"
程芳 医生,"
宁波市康宁医院 ：
",浙江,"可确诊ASD）
"
覃艳华 医生,"
浙江大学邵逸夫医院 ：
",浙江,"可确诊ADHD）
"
刘畅 医生,"
浙江金华妇幼保健院 ：
",浙江,"可确诊ADHD）
"
于学力 医生,"
温州医科大学附属康宁医院 ：
",浙江,"可确诊ADHD）
"
叶敏捷 医生,"
温州医科大学附属康宁医院 ：
",浙江,"可确诊ADHD）
"
祝勇敢 医生,"
江山市第四人民医院 ：
",浙江,"可确诊ADHD）
"
林铮 医生,"
浙江大学医学院附属第二医院 ：
",浙江,"可确诊ADHD）
"
金嘉郦 医生,"
浙江大学医学院附属第二医院 ：
",浙江,"可确诊ADHD）
"
丁万涛 医生,"
温州市第七人民医院 ：
",浙江,"可确诊ADHD）
"
李轶琛 医生,"
武汉市精神卫生中心（二七院区） ：
",浙江,"可确诊ADHD）
"
汤珺 医生,"
武汉市精神卫生中心（二七院区） ：
",浙江,"可确诊ASD与ADHD）
"
张焱 医生,"
武汉市精神卫生中心（二七院区） ：
",浙江,"可确诊ADHD）
"
路晓文 医生,"
武汉市精神卫生中心（二七院区） ：
",浙江,"可确诊ADHD）
"
斯亮 医生,"
武汉市精神卫生中心（二七院区） ：
",浙江,"可确诊ADHD）
"
"
医生
","
湖北宜昌市二医院（学习困难门诊） ：
",浙江,
曹晓华 医生,"
山西医科大学第一医院 ：
",浙江,"可确诊ADHD）
"
王亚萍 医生,"
西安交大第二附属医院 ：
",浙江,"可确诊ADHD）
"
张欢 医生,"
西安交大第二附属医院 ：
",浙江,"可确诊ADHD）
"
李强 医生,"
西安交大第一附属医院 ：
",浙江,"可确诊ADHD）
"
白洁 医生,"
高新医院 ：
",浙江,"可确诊ADHD）
"
栾树鑫 医生,"
吉林大学白求恩第一医院 ：
",浙江,"可确诊ADHD）
"
王瑞 医生,"
吉林大学白求恩第一医院 ：
",浙江,"可确诊ADHD）
"
田润辉 医生,"
吉林大学白求恩第一医院 ：
",浙江,"可确诊ADHD）
"
郑微 医生,"
厦门仙岳医院 ：
",浙江,"可确诊ASD与ADHD）
"
王文强 医生,"
厦门仙岳医院 ：
",浙江,"可确诊ASD与ADHD）
"
石磊 医生,"
厦门仙岳医院 ：
",浙江,"可确诊ADHD）
"
黄颐 医生,"
四川大学华西医院 ：
",浙江,"可确诊ADHD）
"
司徒明镜 医生,"
四川大学华西医院 ：
",浙江,"可确诊ADHD）
"
李元媛 医生,"
四川大学华西医院 ：
",浙江,"可确诊ADHD）
"
多动症科室 医生,"
成都四医院 ：
",浙江,"可确诊ADHD）
"
蒲昭霞 医生,"
成都军区机关医院 ：
",浙江,"可确诊ADHD）
"
刘芳 医生,"
成都市四医院九江院区（成都市心理健康中心） ：
",浙江,"可确诊ADHD）
"
朱敏 医生,"
成都市四医院九江院区（成都市心理健康中心） ：
",浙江,"可确诊ADHD）
"
康延海 医生,"
海南省人民医院 - 精神科 ：
",浙江,"可确诊ADHD）
"
莫芸 医生,"
贵州省第二人民医院 ：
",浙江,"可确诊ADHD）
"
秦岭 医生,"
广西壮族自治区人民医院（桃源院区） ：
",浙江,"可确诊ADHD）
"
刘海润 医生,"
广西壮族自治区人民医院（桃源院区） ：
",浙江,"可确诊ADHD）
"
傅燕虹 医生,"
广西壮族自治区人民医院（桃源院区） ：
",浙江,"可确诊ADHD）
"
黄思艳 医生,"
广西壮族自治区人民医院（桃源院区） ：
",浙江,"可确诊ADHD）
"
张鸿 医生,"
广西壮族自治区人民医院（桃源院区） ：
",浙江,"可确诊ADHD）
"
李丹丹 医生,"
广西壮族自治区人民医院（桃源院区） ：
",浙江,"可确诊ADHD）
"
梁佳 医生,"
广西壮族自治区人民医院（桃源院区） ：
",浙江,"可确诊ADHD）
"
尤美娜 医生,"
广西医科大学第一附属医院 ：
",浙江,"可确诊ADHD）
"
周文琴 医生,"
江西省妇幼保健院九龙湖院区 ：
",浙江,"可确诊ADHD）
"
邹邵红 医生,"
新疆人民医院 ：
",浙江,"可确诊ADHD）
"
佟钙玉 医生,"
新疆人民医院 ：
",浙江,"可确诊ADHD）
"
钟慧 医生,"
合肥市第四人民医院 ：
",浙江,"可确诊ADHD）
"
朱丽 医生,"
合肥市第四人民医院 ：
",浙江,"可确诊ADHD）
"
雷彤 医生,"
天津市安定医院 ：
",浙江,"可确诊ADHD）
"
随广红 医生,"
天津市安定医院 ：
",浙江,"可确诊ADHD）
"
麦棨诺,"
中建医务（中建醫務） ：
",浙江,"麥棨諾） 医生
"
麦棨诺,"
澳门镜湖医院（澳門鏡湖醫院） ：
",浙江,"麥棨諾） 医生
"
李轶琛 医生,"
武汉市精神卫生中心（二七院区） ：
",湖北,"可确诊ADHD）
"
汤珺 医生,"
武汉市精神卫生中心（二七院区） ：
",湖北,"可确诊ASD与ADHD）
"
张焱 医生,"
武汉市精神卫生中心（二七院区） ：
",湖北,"可确诊ADHD）
"
路晓文 医生,"
武汉市精神卫生中心（二七院区） ：
",湖北,"可确诊ADHD）
"
斯亮 医生,"
武汉市精神卫生中心（二七院区） ：
",湖北,"可确诊ADHD）
"
"
医生
","
湖北宜昌市二医院（学习困难门诊） ：
",湖北,
曹晓华 医生,"
山西医科大学第一医院 ：
",山西,"可确诊ADHD）
"
王亚萍 医生,"
西安交大第二附属医院 ：
",陕西,"可确诊ADHD）
"
张欢 医生,"
西安交大第二附属医院 ：
",陕西,"可确诊ADHD）
"
李强 医生,"
西安交大第一附属医院 ：
",陕西,"可确诊ADHD）
"
白洁 医生,"
高新医院 ：
",陕西,"可确诊ADHD）
"
栾树鑫 医生,"
吉林大学白求恩第一医院 ：
",陕西,"可确诊ADHD）
"
王瑞 医生,"
吉林大学白求恩第一医院 ：
",陕西,"可确诊ADHD）
"
田润辉 医生,"
吉林大学白求恩第一医院 ：
",陕西,"可确诊ADHD）
"
郑微 医生,"
厦门仙岳医院 ：
",陕西,"可确诊ASD与ADHD）
"
王文强 医生,"
厦门仙岳医院 ：
",陕西,"可确诊ASD与ADHD）
"
石磊 医生,"
厦门仙岳医院 ：
",陕西,"可确诊ADHD）
"
黄颐 医生,"
四川大学华西医院 ：
",陕西,"可确诊ADHD）
"
司徒明镜 医生,"
四川大学华西医院 ：
",陕西,"可确诊ADHD）
"
李元媛 医生,"
四川大学华西医院 ：
",陕西,"可确诊ADHD）
"
多动症科室 医生,"
成都四医院 ：
",陕西,"可确诊ADHD）
"
蒲昭霞 医生,"
成都军区机关医院 ：
",陕西,"可确诊ADHD）
"
刘芳 医生,"
成都市四医院九江院区（成都市心理健康中心） ：
",陕西,"可确诊ADHD）
"
朱敏 医生,"
成都市四医院九江院区（成都市心理健康中心） ：
",陕西,"可确诊ADHD）
"
康延海 医生,"
海南省人民医院 - 精神科 ：
",陕西,"可确诊ADHD）
"
莫芸 医生,"
贵州省第二人民医院 ：
",陕西,"可确诊ADHD）
"
秦岭 医生,"
广西壮族自治区人民医院（桃源院区） ：
",陕西,"可确诊ADHD）
"
刘海润 医生,"
广西壮族自治区人民医院（桃源院区） ：
",陕西,"可确诊ADHD）
"
傅燕虹 医生,"
广西壮族自治区人民医院（桃源院区） ：
",陕西,"可确诊ADHD）
"
黄思艳 医生,"
广西壮族自治区人民医院（桃源院区） ：
",陕西,"可确诊ADHD）
"
张鸿 医生,"
广西壮族自治区人民医院（桃源院区） ：
",陕西,"可确诊ADHD）
"
李丹丹 医生,"
广西壮族自治区人民医院（桃源院区） ：
",陕西,"可确诊ADHD）
"
梁佳 医生,"
广西壮族自治区人民医院（桃源院区） ：
",陕西,"可确诊ADHD）
"
尤美娜 医生,"
广西医科大学第一附属医院 ：
",陕西,"可确诊ADHD）
"
周文琴 医生,"
江西省妇幼保健院九龙湖院区 ：
",陕西,"可确诊ADHD）
"
邹邵红 医生,"
新疆人民医院 ：
",陕西,"可确诊ADHD）
"
佟钙玉 医生,"
新疆人民医院 ：
",陕西,"可确诊ADHD）
"
钟慧 医生,"
合肥市第四人民医院 ：
",陕西,"可确诊ADHD）
"
朱丽 医生,"
合肥市第四人民医院 ：
",陕西,"可确诊ADHD）
"
雷彤 医生,"
天津市安定医院 ：
",陕西,"可确诊ADHD）
"
随广红 医生,"
天津市安定医院 ：
",陕西,"可确诊ADHD）
"
麦棨诺,"
中建医务（中建醫務） ：
",陕西,"麥棨諾） 医生
"
麦棨诺,"
澳门镜湖医院（澳門鏡湖醫院） ：
",陕西,"麥棨諾） 医生
"
栾树鑫 医生,"
吉林大学白求恩第一医院 ：
",吉林,"可确诊ADHD）
"
王瑞 医生,"
吉林大学白求恩第一医院 ：
",吉林,"可确诊ADHD）
"
田润辉 医生,"
吉林大学白求恩第一医院 ：
",吉林,"可确诊ADHD）
"
郑微 医生,"
厦门仙岳医院 ：
",福建,"可确诊ASD与ADHD）
"
王文强 医生,"
厦门仙岳医院 ：
",福建,"可确诊ASD与ADHD）
"
石磊 医生,"
厦门仙岳医院 ：
",福建,"可确诊ADHD）
"
黄颐 医生,"
四川大学华西医院 ：
",四川,"可确诊ADHD）
"
司徒明镜 医生,"
四川大学华西医院 ：
",四川,"可确诊ADHD）
"
李元媛 医生,"
四川大学华西医院 ：
",四川,"可确诊ADHD）
"
多动症科室 医生,"
成都四医院 ：
",四川,"可确诊ADHD）
"
蒲昭霞 医生,"
成都军区机关医院 ：
",四川,"可确诊ADHD）
"
刘芳 医生,"
成都市四医院九江院区（成都市心理健康中心） ：
",四川,"可确诊ADHD）
"
朱敏 医生,"
成都市四医院九江院区（成都市心理健康中心） ：
",四川,"可确诊ADHD）
"
康延海 医生,"
海南省人民医院 - 精神科 ：
",四川,"可确诊ADHD）
"
莫芸 医生,"
贵州省第二人民医院 ：
",四川,"可确诊ADHD）
"
秦岭 医生,"
广西壮族自治区人民医院（桃源院区） ：
",四川,"可确诊ADHD）
"
刘海润 医生,"
广西壮族自治区人民医院（桃源院区） ：
",四川,"可确诊ADHD）
"
傅燕虹 医生,"
广西壮族自治区人民医院（桃源院区） ：
",四川,"可确诊ADHD）
"
黄思艳 医生,"
广西壮族自治区人民医院（桃源院区） ：
",四川,"可确诊ADHD）
"
张鸿 医生,"
广西壮族自治区人民医院（桃源院区） ：
",四川,"可确诊ADHD）
"
李丹丹 医生,"
广西壮族自治区人民医院（桃源院区） ：
",四川,"可确诊ADHD）
"
梁佳 医生,"
广西壮族自治区人民医院（桃源院区） ：
",四川,"可确诊ADHD）
"
尤美娜 医生,"
广西医科大学第一附属医院 ：
",四川,"可确诊ADHD）
"
周文琴 医生,"
江西省妇幼保健院九龙湖院区 ：
",四川,"可确诊ADHD）
"
邹邵红 医生,"
新疆人民医院 ：
",四川,"可确诊ADHD）
"
佟钙玉 医生,"
新疆人民医院 ：
",四川,"可确诊ADHD）
"
钟慧 医生,"
合肥市第四人民医院 ：
",四川,"可确诊ADHD）
"
朱丽 医生,"
合肥市第四人民医院 ：
",四川,"可确诊ADHD）
"
雷彤 医生,"
天津市安定医院 ：
",四川,"可确诊ADHD）
"
随广红 医生,"
天津市安定医院 ：
",四川,"可确诊ADHD）
"
麦棨诺,"
中建医务（中建醫務） ：
",四川,"麥棨諾） 医生
"
麦棨诺,"
澳门镜湖医院（澳門鏡湖醫院） ：
",四川,"麥棨諾） 医生
"
康延海 医生,"
海南省人民医院 - 精神科 ：
",海南,"可确诊ADHD）
"
莫芸 医生,"
贵州省第二人民医院 ：
",贵州,"可确诊ADHD）
"
秦岭 医生,"
广西壮族自治区人民医院（桃源院区） ：
",广西,"可确诊ADHD）
"
刘海润 医生,"
广西壮族自治区人民医院（桃源院区） ：
",广西,"可确诊ADHD）
"
傅燕虹 医生,"
广西壮族自治区人民医院（桃源院区） ：
",广西,"可确诊ADHD）
"
黄思艳 医生,"
广西壮族自治区人民医院（桃源院区） ：
",广西,"可确诊ADHD）
"
张鸿 医生,"
广西壮族自治区人民医院（桃源院区） ：
",广西,"可确诊ADHD）
"
李丹丹 医生,"
广西壮族自治区人民医院（桃源院区） ：
",广西,"可确诊ADHD）
"
梁佳 医生,"
广西壮族自治区人民医院（桃源院区） ：
",广西,"可确诊ADHD）
"
尤美娜 医生,"
广西医科大学第一附属医院 ：
",广西,"可确诊ADHD）
"
周文琴 医生,"
江西省妇幼保健院九龙湖院区 ：
",江西,"可确诊ADHD）
"
邹邵红 医生,"
新疆人民医院 ：
",新疆,"可确诊ADHD）
"
佟钙玉 医生,"
新疆人民医院 ：
",新疆,"可确诊ADHD）
"
钟慧 医生,"
合肥市第四人民医院 ：
",安徽,"可确诊ADHD）
"
朱丽 医生,"
合肥市第四人民医院 ：
",安徽,"可确诊ADHD）
"
雷彤 医生,"
天津市安定医院 ：
",天津,"可确诊ADHD）
"
随广红 医生,"
天津市安定医院 ：
",天津,"可确诊ADHD）
"
麦棨诺,"
中建医务（中建醫務） ：
",香港,"麥棨諾） 医生
"
麦棨诺,"
澳门镜湖医院（澳門鏡湖醫院） ：
",澳门,"麥棨諾） 医生
"
